rtr_id,rtr_name,rtr_addr,rtr_price,rtr_type,rtr_longitude,rtr_latitude,geometry,district
10023,大盛日本料理,新蒲崗宁远街越秀广场G25-27号,$101-200,日本菜,114.20083500000001,22.331087,POINT (114.200835 22.331087),黄大仙区
100388,定安小馆茶餐厅,牛頭角定安街90-92号地下,$50以下,港式,114.220823,22.314576000000002,POINT (114.220823 22.314576),观塘区
100521,京都居食屋,大角咀大全街34号,$51-100,日本菜,114.166009,22.319289,POINT (114.166009 22.319289),油尖旺区
100584,天际轩,鑽石山牛池湾丰盛街51号天际会所峻弦38楼,$101-200,多国菜,114.206896,22.337995000000003,POINT (114.206896 22.337995),黄大仙区
100906,明发鸡煲之家,牛頭角联安街17号,$51-100,港式,114.14859799999999,22.496742,POINT (114.148598 22.496742),北区
10117,玛哈巴,尖沙咀诺士佛台12号耀邦大厦地下,$201-400,土耳其菜,114.17911399999998,22.298544,POINT (114.179114 22.298544),油尖旺区
10148,荣发粉面专家,紅磡必嘉街88号,$50以下,港式,114.189897,22.303539999999998,POINT (114.189897 22.30354),九龙城区
101818,金仔米线,長沙灣元州邨元州商场地下8号舖,$50以下,滇菜 (云南),0.0,0.0,POINT (0 0),None
101832,帕维亚意大利餐厅,九龍城打鼓岭道85号地下,$201-400,意大利菜,114.19632,22.327507999999998,POINT (114.19632 22.327508),九龙城区
102168,BRICK LANE Gallery,尖沙咀棉登径17-23号地下,$101-200,英国菜,114.17988400000002,22.294110999999997,POINT (114.179884 22.294111),油尖旺区
102224,友乐亭炉端烧居酒屋,美孚美孚新邨恒柏道2-8号地舖,$101-200,日本菜,114.14481,22.336159,POINT (114.14481 22.336159),深水埗区
102238,来多客,黃大仙环凤街40-44号A-B地舖,$50以下,港式,114.203309,22.34114,POINT (114.203309 22.34114),黄大仙区
102280,吉吉鱼蛋,美孚美孚新邨万事达商场地下78号舖,$50以下,港式,0.0,0.0,POINT (0 0),None
10262,Promenade 西餐厅,紅磡都会道7号都会海逸酒店7楼,$401-800,多国菜,114.18831999999999,22.29849,POINT (114.18832 22.29849),油尖旺区
102653,富城火锅海鲜酒家,黃大仙环凤街33号凤祥楼全层,$50以下,粤菜 (广东),114.203078,22.341506,POINT (114.203078 22.341506),黄大仙区
10304,大家食,深水埗福荣街80号地下,$50以下,港式,114.168011,22.32901,POINT (114.168011 22.32901),深水埗区
103136,聚手工火锅,尖沙咀金巴利道45至47号金巴利广场1楼,$201-400,粤菜 (广东)、日本菜,114.17911200000002,22.298275,POINT (114.179112 22.298275),油尖旺区
1036,麦当劳,土瓜灣马头围道207-211号海悦广场地下1号舖,$50以下,美国菜,114.192678,22.318748,POINT (114.192678 22.318748),九龙城区
10362,金泰烧烤,九龍城太子道西386A-B,$51-100,泰国菜,114.18999,22.307752,POINT (114.18999 22.307752),九龙城区
104069,至尊重庆鸡煲 (创兴广场),旺角弥敦道593-601号创兴广场16楼,$101-200,川菜 (四川),114.1748,22.31356,POINT (114.1748 22.31356),油尖旺区
10414,刘森记面家,深水埗桂林街48号地下,$50以下,港式,114.168012,22.32945,POINT (114.168012 22.32945),深水埗区
104559,金利来小厨,九龍灣宏照道23 号地下,$50以下,港式,114.21054,22.328672,POINT (114.21054 22.328672),观塘区
104713,翠华餐厅,牛頭角励业街50号地下至1楼,$51-100,港式,114.22275400000001,22.311481,POINT (114.222754 22.311481),观塘区
104720,银咖哩 (九龙城广场),九龍城贾炳达道128号九龙城广场地库116号舖,$50以下,日本菜,114.192823,22.328094,POINT (114.192823 22.328094),九龙城区
105277,花园茶座,土瓜灣九龙城道199号8度海逸酒店2楼,$51-100,多国菜,114.195503,22.320101,POINT (114.195503 22.320101),九龙城区
105298,池畔廊,土瓜灣九龙城道199号8度海逸酒店2楼,$51-100,多国菜,114.195503,22.320101,POINT (114.195503 22.320101),九龙城区
105557,争鲜外带寿司,大角咀港铁奥运站9号舖,$50以下,日本菜,114.16879899999999,22.317055,POINT (114.168799 22.317055),油尖旺区
105564,争鲜外带寿司,牛頭角港铁牛头角站10号舖,$50以下,日本菜,114.22381599999999,22.312761,POINT (114.223816 22.312761),观塘区
10561,景霖正宗四川麻辣米线 (白加士街),佐敦白加士街17号伯嘉士大厦地下,$50以下,川菜 (四川),114.175481,22.301153,POINT (114.175481 22.301153),油尖旺区
105970,左麟右李粥面小菜专门店,紅磡黄埔天地美食坊(第8期)1楼110-111号舖,$51-100,港式,0.0,0.0,POINT (0 0),None
106187,新泉外卖专门店,大角咀必发道7号地下,$50以下,港式,114.169924,22.319205,POINT (114.169924 22.319205),油尖旺区
10636,唯珍上海面家,佐敦白加士街125号地下,$50以下,沪菜 (上海),114.17581000000001,22.304103,POINT (114.17581 22.304103),油尖旺区
106362,盈晖海鲜酒家,荔枝角长沙湾道833号长沙湾广场2楼210舖,$51-100,粤菜 (广东),114.153465,22.334641,POINT (114.153465 22.334641),深水埗区
106383,厚兴瑜记手撕鸡,慈雲山毓华街23号慈云山中心地下好运街市62号舖,$51-100,粤菜 (广东),114.205549,22.345856,POINT (114.205549 22.345856),黄大仙区
10661,大有食堂,新蒲崗大有街34号新科技广场地下3号舖,$50以下,港式,114.202168,22.333654,POINT (114.202168 22.333654),黄大仙区
106691,景福餐厅,新蒲崗景福街81号地下,$50以下,港式,114.202366,22.331657,POINT (114.202366 22.331657),黄大仙区
106733,满江红小甜甜,旺角登打士街32-34A欧美广场UG层,$101-200,川菜 (四川),114.17430900000001,22.312367000000002,POINT (114.174309 22.312367),油尖旺区
106747,东海粥店,佐敦上海街106号地下,$50以下,港式,114.17440900000001,22.303064000000003,POINT (114.174409 22.303064),油尖旺区
10680,兴记菜馆,"油麻地庙街12, 14, 15, 17, 19号地下",$51-100,粤菜 (广东),114.18055,22.303967999999998,POINT (114.18055 22.303968),油尖旺区
10687,极滋味食阶,土瓜灣土瓜湾道327号地下,$50以下,港式,114.196036,22.314875,POINT (114.196036 22.314875),九龙城区
107006,品越越式料理 (奥海城),大角咀海泓道1号奥海城三期地下G30号舖,$51-100,越南菜,114.167259,22.314877,POINT (114.167259 22.314877),油尖旺区
107034,A+食屋,慈雲山毓华里慈祥大厦地下4号舖,$50以下,港式,114.206601,22.343598999999998,POINT (114.206601 22.343599),黄大仙区
107048,金翠餐厅,太子荔枝角道68号地下,$51-100,港式,114.171489,22.32139,POINT (114.171489 22.32139),油尖旺区
107097,西川风味餐厅,慈雲山毓华里18号慈华商场地下2-3号,$101-200,川菜 (四川),114.206994,22.343822,POINT (114.206994 22.343822),黄大仙区
10719,马华餐厅,佐敦佐敦道12号耀棠阁地下,$51-100,新加坡菜、马来西亚菜,114.177224,22.302681,POINT (114.177224 22.302681),油尖旺区
107223,德美寿司,紅磡黄埔新村德民街31号地下1B号舖,$101-200,日本菜,114.19313799999999,22.303245999999998,POINT (114.193138 22.303246),九龙城区
107251,星域酒廊,大角咀大角咀道86号九龙珀丽酒店30楼,$101-200,多国菜,114.16713999999999,22.318285999999997,POINT (114.16714 22.318286),油尖旺区
107258,协奏坊西餐厅,大角咀大角咀道86号九龙珀丽酒店2楼,$201-400,多国菜,114.16713999999999,22.318285999999997,POINT (114.16714 22.318286),油尖旺区
107300,百宝堂,油麻地庙街134号地下,$50以下,港式,114.18055,22.303967999999998,POINT (114.18055 22.303968),油尖旺区
10757,Aqua,尖沙咀北京道1号29楼,$401-800,日本菜、意大利菜,114.17481299999999,22.293274,POINT (114.174813 22.293274),油尖旺区
10766,哥登堡餐厅,土瓜灣马头围道440号地下,$51-100,西式,114.19230800000001,22.316906,POINT (114.192308 22.316906),九龙城区
107916,Three on Canton,尖沙咀广东道13号海港城港威酒店3楼,$401-800,多国菜,114.177357,22.2932,POINT (114.177357 22.2932),油尖旺区
10807,H&#228;agen-Dazs,九龍塘达之路80号又一城L1层16号舖,$51-100,西式,114.17943400000001,22.334584,POINT (114.179434 22.334584),深水埗区
108499,McCafe,何文田佛光街80号何文田广场3楼319号舖,$50以下,美国菜,114.1866,22.313828,POINT (114.1866 22.313828),九龙城区
108520,谭仔云南米线,荔枝角长沙湾道833号长沙湾广场2楼211号舖,$50以下,滇菜 (云南),114.153465,22.334641,POINT (114.153465 22.334641),深水埗区
108548,川味美食,長沙灣青山道272号地下,$50以下,川菜 (四川),114.162504,22.33507,POINT (114.162504 22.33507),深水埗区
108807,东星餐厅,九龍城侯王道33号地下,$50以下,西式,114.19351999999999,22.325817,POINT (114.19352 22.325817),九龙城区
10887,谭仔三哥米线,深水埗福荣街107号地下,$50以下,滇菜 (云南),114.168051,22.328878,POINT (114.168051 22.328878),深水埗区
10918,坤记糕品专家,深水埗福华街115-117号北河商场地下10号舖 (北河街交界),$50以下,粤菜 (广东),114.168291,22.327867,POINT (114.168291 22.327867),深水埗区
10921,麻辣川米线,長沙灣元州街213号美居中心商场地下22号舖,$50以下,川菜 (四川),114.16503999999999,22.331923,POINT (114.16504 22.331923),深水埗区
10922,云南风味过桥小锅米綫,深水埗营盘街134号元安大厦地下,$50以下,滇菜 (云南),114.168493,22.329606,POINT (114.168493 22.329606),深水埗区
109458,肯德基家乡鸡 (KFC),荔枝角长沙湾道833号长沙湾广场2楼212至215号舖,$50以下,美国菜,114.153465,22.334641,POINT (114.153465 22.334641),深水埗区
109759,金泰美食,九龍城打鼓岭道15号地下,$51-100,泰国菜,114.19627,22.325864000000003,POINT (114.19627 22.325864),九龙城区
10986,周记油渣面,深水埗福荣街117号地下,$50以下,粤菜 (广东),114.16788100000001,22.328995000000003,POINT (114.167881 22.328995),深水埗区
110202,富临酒家,長沙灣长沙湾道681号贸易广场地下及一楼2号舖,$101-200,粤菜 (广东),114.159264,22.334185,POINT (114.159264 22.334185),深水埗区
110356,麦当劳,土瓜灣马头围道418号乐意居地下1号舖及1楼,$50以下,美国菜,114.19228600000001,22.316239000000003,POINT (114.192286 22.316239),九龙城区
110363,麦当劳,油麻地弥敦道518-520号弥敦行地下A及C舖,$50以下,美国菜,114.18055,22.303967999999998,POINT (114.18055 22.303968),油尖旺区
110552,益源香港仔鱼蛋王,新蒲崗康强街55号地下,$50以下,港式,114.20147,22.331478,POINT (114.20147 22.331478),黄大仙区
11071,新耀荣粥店,長沙灣青山道310号地下,$50以下,港式,114.16166100000001,22.335589000000002,POINT (114.161661 22.335589),深水埗区
11088,饺子妹上海云吞面,美孚美孚新邨第七期万事达广场地舖,$50以下,沪菜 (上海),114.143977,22.335285,POINT (114.143977 22.335285),深水埗区
110888,夏面馆,樂富联合道198号乐富广场3楼3125至3126舖,$51-100,沪菜 (上海),114.191116,22.335144,POINT (114.191116 22.335144),九龙城区
110895,亚南鸡煲,太子花园街211号地下,$101-200,川菜 (四川)、东北菜,0.0,0.0,POINT (0 0),None
110965,McCafe,牛頭角牛头角道77号淘大花园商场第二期地下G246-253号舖,$50以下,美国菜,114.22090700000001,22.321123999999998,POINT (114.220907 22.321124),观塘区
110993,McCafe,"荔枝角深盛路9号宇晴汇2楼13A, 15及16号舖",$50以下,美国菜,114.154721,22.332008,POINT (114.154721 22.332008),深水埗区
111021,McCafe,鑽石山龙蟠街3号荷里活广场2楼216号舖,$50以下,美国菜,114.206896,22.337995000000003,POINT (114.206896 22.337995),黄大仙区
111035,McCafe,荔枝角荔枝角道一号嘉业大厦一楼及地下,$50以下,美国菜,114.173432,22.319322,POINT (114.173432 22.319322),油尖旺区
11108,美味食店,太子水渠道30-32号A美星楼地下10号舖,$50以下,港式,114.195528,22.325362,POINT (114.195528 22.325362),九龙城区
111504,琛记粉面,土瓜灣谭公道50号德胜大厦地下5号舖,$50以下,港式,114.19344699999999,22.319508,POINT (114.193447 22.319508),九龙城区
11178,多多饼店,美孚美孚新邨百老汇街65号地舖,$50以下,港式,114.145752,22.333586999999998,POINT (114.145752 22.333587),深水埗区
11206,小男孩,美孚美孚新村第4期美孚广场212-216号舖,$101-200,荷兰菜,114.146451,22.333263,POINT (114.146451 22.333263),深水埗区
112318,朗逸餐厅,佐敦南京街30号朗逸酒店1楼,$50以下,西式,114.177425,22.30358,POINT (114.177425 22.30358),油尖旺区
11256,梁山泊日本料理,"紅磡都会道6-10号置富都会7楼767B,768B,769-771号舖",$101-200,日本菜,114.18818799999998,22.299988,POINT (114.188188 22.299988),油尖旺区
112899,萨莉亚意式餐厅 (得宝花园),牛頭角牛头角道3号得宝花园商场1楼R1号舖,$51-100,意大利菜,114.219545,22.324479999999998,POINT (114.219545 22.32448),观塘区
11291,合益泰小食,深水埗桂林街121号地舖,$50以下,港式,114.166219,22.327748,POINT (114.166219 22.327748),深水埗区
11292,八仙饼家,深水埗南昌街197号地下,$50以下,港式,114.169858,22.328529999999997,POINT (114.169858 22.32853),深水埗区
11293,金华冰厅,太子弼街47号地舖,$50以下,港式,114.17477,22.319554999999998,POINT (114.17477 22.319555),油尖旺区
112990,海景粥店茶餐厅,九龍城福佬村道12号,$51-100,港式,114.19259199999999,22.325348,POINT (114.192592 22.325348),九龙城区
113081,伟城粥面店,牛頭角安华街2-8号A1号舖,$50以下,港式,114.219293,22.323278,POINT (114.219293 22.323278),观塘区
11321,好时沙嗲,尖沙咀麽地道63号好时中心144-148号舖,$51-100,新加坡菜,0.0,0.0,POINT (0 0),None
113328,星巴克咖啡,荔枝角荔枝角道833号昇悦居1楼101号舖,$50以下,美国菜,114.154326,22.331281,POINT (114.154326 22.331281),深水埗区
113608,稻香 (爱民广场),何文田忠孝街60号爱民广场1楼F27及F28号舖,$101-200,粤菜 (广东),114.183816,22.309036,POINT (114.183816 22.309036),九龙城区
11401,点点绿,美孚港铁美孚站MEF1号舖,$50以下,多国菜,0.0,0.0,POINT (0 0),None
11405,富临皇宫,美孚美孚新邨百老汇街85号地下C舖,$101-200,粤菜 (广东),114.145991,22.333775,POINT (114.145991 22.333775),深水埗区
11408,居食屋「和民」 (黄埔天地时尚坊),紅磡黄埔天地时尚坊(第2期)地库B9-10号舖,$101-200,日本菜,0.0,0.0,POINT (0 0),None
11409,名宝石餐厅,太子太子道西148号地下,$101-200,西式,114.195528,22.325362,POINT (114.195528 22.325362),九龙城区
114210,潮江卤水,慈雲山毓华街23号慈云山中心2楼慈云山街市44号舖,$50以下,潮州菜,114.205549,22.345856,POINT (114.205549 22.345856),黄大仙区
114555,89,深水埗钦州街37号西九龙中心8楼美食广场9号舖,$50以下,港式,114.16471200000001,22.328345000000002,POINT (114.164712 22.328345),深水埗区
114723,肯德基家乡鸡 (KFC),何文田忠孝街60号爱民广场1楼F11及F12号舖,$50以下,美国菜,114.183816,22.309036,POINT (114.183816 22.309036),九龙城区
11502,顺兴隆桂记荳品厂,長沙灣顺宁道451号地舖,$50以下,港式,114.161024,22.336592,POINT (114.161024 22.336592),深水埗区
115150,牧羊少年咖啡馆 (白杨街),太子白杨街27-29号嘉安大厦地下1号舖,$101-200,西式,114.172591,22.325096,POINT (114.172591 22.325096),深水埗区
115297,金泰美食,九龍城衙前塱道36号地下,$51-100,泰国菜,114.194353,22.326438,POINT (114.194353 22.326438),九龙城区
115353,薄饼博士,大角咀大角咀诗歌舞街83号亮贤居地下13号舖,$51-100,意大利菜,114.167671,22.322761,POINT (114.167671 22.322761),油尖旺区
115367,Lion Rock,旺角太子道西193号帝京酒店3楼,$201-400,西式,114.17802900000001,22.321233,POINT (114.178029 22.321233),油尖旺区
115374,澳门台山水佬荣火锅专家,佐敦佐敦道37C-37D号佐敦中心3-4楼,$201-400,港式,114.174085,22.302546,POINT (114.174085 22.302546),油尖旺区
115444,晓寿司,慈雲山毓华街芳华里2号地下,$50以下,日本菜,114.206759,22.344348,POINT (114.206759 22.344348),黄大仙区
115465,富临皇宫,黃大仙龙翔道120号新光中心3楼,$101-200,粤菜 (广东),114.20109,22.339163,POINT (114.20109 22.339163),黄大仙区
11560,飞鹰餐厅,深水埗荔枝角道256号,$51-100,西式,114.16734699999999,22.324603,POINT (114.167347 22.324603),深水埗区
11561,McCafe,美孚美孚新邨第七期万事达广场地下N60A号舖,$50以下,美国菜,114.143977,22.335285,POINT (114.143977 22.335285),深水埗区
11573,德国热狗,"何文田窝打老道67号D,Shop C",$50以下,德国菜,114.179759,22.315184,POINT (114.179759 22.315184),九龙城区
115831,茶木‧台式休闲餐厅,旺角弥敦道628号琼华中心10楼,$51-100,台湾菜,114.174893,22.315054,POINT (114.174893 22.315054),油尖旺区
115894,日和号寿司料理,九龍灣宏照道38号Megabox 10楼5号舖,$101-200,日本菜,114.21379099999999,22.316682999999998,POINT (114.213791 22.316683),观塘区
11605,贵麻桥咖喱屋,荔枝角福华街578号地舖,$50以下,港式,114.15756100000002,22.336539000000002,POINT (114.157561 22.336539),深水埗区
116195,路德会包美达社区中心小食堂,何文田忠孝街89号地下,$50以下,港式,114.18428200000001,22.31335,POINT (114.184282 22.31335),九龙城区
11636,宏兴美食馆 (庙街煲仔饭),"油麻地庙街10,13号地舖",$50以下,粤菜 (广东),114.18055,22.303967999999998,POINT (114.18055 22.303968),油尖旺区
11646,大家食,土瓜灣谭公道55号,$50以下,港式,114.193124,22.319551,POINT (114.193124 22.319551),九龙城区
116505,广东烧味餐厅,黃大仙龙翔道120号新光中心地下2号舖,$50以下,粤菜 (广东),114.20109,22.339163,POINT (114.20109 22.339163),黄大仙区
116561,元札幌拉面 (宇晴轩商场),荔枝角深盛路9号宇晴轩商场2楼7-8号舖,$51-100,日本菜,114.154721,22.332008,POINT (114.154721 22.332008),深水埗区
116827,土司工坊 (创纪之城五期(apm)),觀塘观塘道418号创纪之城五期(apm)4楼18号舖,$51-100,新加坡菜,114.22433500000001,22.311905,POINT (114.224335 22.311905),观塘区
117102,抹茶馆,鑽石山龙蟠街3号荷里活广场3楼325号舖,$51-100,日本菜,114.206896,22.337995000000003,POINT (114.206896 22.337995),黄大仙区
117326,彩晶轩,黃大仙睦邻街8号现崇山商场2楼8号舖,$201-400,粤菜 (广东),114.201516,22.337222,POINT (114.201516 22.337222),黄大仙区
117529,手作之店,慈雲山毓华街23号慈云山中心5楼MM02号舖,$50以下,日本菜,114.205549,22.345856,POINT (114.205549 22.345856),黄大仙区
1176,巧兴面食店,土瓜灣安徽街7号嘉信大厦地下,$50以下,粤菜 (广东),114.19211999999999,22.31211,POINT (114.19212 22.31211),九龙城区
117648,大自然素食,黃大仙睦邻街8号现崇山商场1楼102-103号舖,$101-200,港式,114.201516,22.337222,POINT (114.201516 22.337222),黄大仙区
117753,大眼仔美食,新蒲崗大有街32号泰力工业中心地下10号舖,$51-100,越南菜、泰国菜,114.202352,22.33418,POINT (114.202352 22.33418),黄大仙区
117774,小林札幌拉面,大角咀博文街11号富贵大厦西座地下16号舖,$101-200,日本菜,114.166418,22.31861,POINT (114.166418 22.31861),油尖旺区
117963,川味美食,深水埗汝州街257号地下,$50以下,川菜 (四川),114.163242,22.333855,POINT (114.163242 22.333855),深水埗区
117998,泰式烧烤,九龍城南角道33号A地下,$50以下,泰国菜,114.194682,22.326641,POINT (114.194682 22.326641),九龙城区
118509,小厨港作,荔枝角长沙湾道833号长沙湾广场1楼103A&B号舖,$50以下,港式,114.153465,22.334641,POINT (114.153465 22.334641),深水埗区
118530,Simplylife Bakery Cafe,九龍塘达之路80号又一城L2层30号舖,$101-200,西式,114.17943400000001,22.334584,POINT (114.179434 22.334584),深水埗区
1186,聘珍楼,鑽石山龙蟠街3号荷里活广场2楼208号舖,$101-200,粤菜 (广东),114.206896,22.337995000000003,POINT (114.206896 22.337995),黄大仙区
118656,金华美食,深水埗昌华街20号金华阁地下1号舖,$50以下,港式,114.18874,22.366884,POINT (114.18874 22.366884),沙田区
118950,争鲜外带寿司,紅磡德民街2-34E号黄埔新村地下4G号舖,$50以下,日本菜,114.192307,22.303435999999998,POINT (114.192307 22.303436),九龙城区
11914,景逸轩,紅磡都会道7号都会海逸酒店8楼,$101-200,粤菜 (广东),114.18831999999999,22.29849,POINT (114.18832 22.29849),油尖旺区
119321,谭仔云南米线,牛頭角牛头角下邨广场贵显楼地下五号舖,$50以下,滇菜 (云南),114.219293,22.323278,POINT (114.219293 22.323278),观塘区
119426,蒸品,大角咀海庭道8号富荣花园地下3号舖,$50以下,港式,114.169395,22.311081,POINT (114.169395 22.311081),油尖旺区
119482,浸信会医院餐厅,九龍塘窝打老道222号主座LG1,$50以下,港式,114.183217,22.33963,POINT (114.183217 22.33963),九龙城区
119629,富临皇宫,土瓜灣马头角道33号欣荣花园1楼,$101-200,粤菜 (广东),114.194427,22.31917,POINT (114.194427 22.31917),九龙城区
11966,友乐亭(炉端烧居酒屋),美孚兰秀道1至24号地下N9号舖,$101-200,日本菜,114.14377900000001,22.336485,POINT (114.143779 22.336485),深水埗区
119685,源发潮州粉面,牛頭角牛头角道162号金和楼地下,$50以下,潮州菜,114.220129,22.316089,POINT (114.220129 22.316089),观塘区
11992,美味小厨茶餐厅,美孚美孚新邨百老汇街25号C地下,$50以下,港式,114.14364599999999,22.334235,POINT (114.143646 22.334235),深水埗区
1200,山景阁,尖沙咀天文台道13-17号仕德福山景酒店大堂,$201-400,西式,114.179401,22.298701,POINT (114.179401 22.298701),油尖旺区
12004,嘉豪酒家,牛頭角振华道20号安基商场地下及一楼1R1舖,$101-200,粤菜 (广东)、港式,114.221942,22.319326999999998,POINT (114.221942 22.319327),观塘区
120343,美味东北饺子馆,油麻地弥敦道466-472号恩佳大厦地下F号舖,$50以下,东北菜,114.18055,22.303967999999998,POINT (114.18055 22.303968),油尖旺区
120357,大满喜日本料理,旺角弥敦道593-601号创兴广场8楼,$201-400,日本菜,114.1748,22.31356,POINT (114.1748 22.31356),油尖旺区
120406,寿司部,大角咀海庭道16号富荣花园2期地下U号舖,$50以下,日本菜,114.169395,22.311081,POINT (114.169395 22.311081),油尖旺区
120651,元気寿司,慈雲山毓华街23号慈云山中心1楼109号舖,$101-200,日本菜,114.205549,22.345856,POINT (114.205549 22.345856),黄大仙区
120812,Greyhound Caf&#233; (又一城),九龍塘达之路80号又一城2楼L2-42号舖,$101-200,泰国菜,114.17943400000001,22.334584,POINT (114.179434 22.334584),深水埗区
120868,红葱头,深水埗钦州街37号西九龙中心6楼601C号舖,$51-100,西式,114.16471200000001,22.328345000000002,POINT (114.164712 22.328345),深水埗区
120980,Mango Tree,尖沙咀柯士甸道西1号ELEMENTS圆方金区2楼2032号舖,$201-400,泰国菜,114.16646599999999,22.304044,POINT (114.166466 22.304044),油尖旺区
12120,明阁,旺角上海街555号香港康得思酒店6楼,$401-800,粤菜 (广东),114.173125,22.315171,POINT (114.173125 22.315171),油尖旺区
12121,The Place,旺角上海街555号香港康得思酒店L楼层,$401-800,多国菜,114.173125,22.315171,POINT (114.173125 22.315171),油尖旺区
121311,沙拉姆咖喱屋,油麻地广东道847-965号永发大厦地下6号舖,$51-100,印度菜,114.026725,22.443447,POINT (114.026725 22.443447),元朗区
121472,薄饼博士,土瓜灣谭公道32号地下,$51-100,意大利菜,114.193017,22.318801999999998,POINT (114.193017 22.318802),九龙城区
121500,四国日本料理,佐敦庙街273-285号地下5号舖,$101-200,日本菜,0.0,0.0,POINT (0 0),None
12176,千鹤日本料理,紅磡都会道7号都会海逸酒店8楼,$401-800,日本菜,114.18831999999999,22.29849,POINT (114.18832 22.29849),油尖旺区
121773,哈豆,觀塘成业街19号成业工业大厦2楼29室,$51-100,台湾菜,114.23190100000001,22.307237,POINT (114.231901 22.307237),观塘区
122088,凯撒饼店,油麻地窝打老道69C号地舖,$50以下,港式,114.180104,22.315618,POINT (114.180104 22.315618),九龙城区
122223,荣华饼家,黃大仙正德街103号黄大仙中心南馆LG楼LG7号舖,$50以下,港式,114.19726000000001,22.339238,POINT (114.19726 22.339238),黄大仙区
122384,老川皇,佐敦吴松街45号地下,$51-100,川菜 (四川),114.17556299999998,22.304683999999998,POINT (114.175563 22.304684),油尖旺区
122398,鸿福堂,何文田佛光街80号何文田广场地下9号,$50以下,粤菜 (广东),114.1866,22.313828,POINT (114.1866 22.313828),九龙城区
122447,鸿福堂,九龍塘港铁九龙塘站202号舖,$50以下,粤菜 (广东),114.180807,22.334154,POINT (114.180807 22.334154),深水埗区
122461,鸿福堂,九龍塘联合道320号建新中心低层地下6号舖,$50以下,粤菜 (广东),114.18575,22.336527,POINT (114.18575 22.336527),九龙城区
122797,Precious,牛頭角启兴道2号太平洋贸易中心12楼13-14室,$101-200,意大利菜,114.217266,22.313407,POINT (114.217266 22.313407),观塘区
122930,莉苑,長沙灣顺宁道273号日辉大厦地下G1号舖,$50以下,沪菜 (上海),114.163445,22.334539000000003,POINT (114.163445 22.334539),深水埗区
123147,一品鸡煲火锅,土瓜灣马头角道28号地库,$201-400,港式,114.194296,22.319568,POINT (114.194296 22.319568),九龙城区
1233,好好上海小馆,佐敦柯士甸道105号地下E2舖,$51-100,沪菜 (上海),114.177577,22.300728,POINT (114.177577 22.300728),油尖旺区
123352,富记美食,油麻地庙街36-40号地下D号舖,$50以下,港式,114.18055,22.303967999999998,POINT (114.18055 22.303968),油尖旺区
12363,生记卤味,紅磡芜湖街62号地下,$50以下,潮州菜,114.190758,22.30475,POINT (114.190758 22.30475),九龙城区
12373,乐园潮州粉面,美孚百老汇街93号美孚新村第4期地舖,$51-100,潮州菜,114.14644299999999,22.33296,POINT (114.146443 22.33296),深水埗区
123884,包点料理,彩虹华池径5号牛池湾村地下,$50以下,港式,114.21333500000001,22.332860999999998,POINT (114.213335 22.332861),黄大仙区
123898,壹窝煱火锅专门店,長沙灣顺宁道61号地下,$101-200,港式,114.16493200000001,22.333551,POINT (114.164932 22.333551),深水埗区
1239,豪城茶餐厅,深水埗元州街 131-133 号地舖,$50以下,港式,114.163242,22.333855,POINT (114.163242 22.333855),深水埗区
124096,东海堂,土瓜灣马头角道33号欣荣花园地下31号舖,$50以下,西式,114.194374,22.319298,POINT (114.194374 22.319298),九龙城区
124201,To-Gather Cafe,旺角洗衣街39-55号金鸡广场19楼15-17室,$101-200,多国菜,114.120815,22.369819,POINT (114.120815 22.369819),荃湾区
124362,贵族甜品 (元州街),深水埗元州街158号,$50以下,港式,114.165625,22.331772,POINT (114.165625 22.331772),深水埗区
124390,三井饱饼专门店,鑽石山蒲岗村道43-59号恒安大厦地下B号舖,$50以下,港式,114.203538,22.341151999999997,POINT (114.203538 22.341152),黄大仙区
1244,豪园餐厅,太子西洋菜街250-252号地舖,$50以下,港式,114.195528,22.325362,POINT (114.195528 22.325362),九龙城区
124509,得铁板烧,九龍城福佬村道57号地舖,$101-200,日本菜,114.19240900000001,22.326736999999998,POINT (114.192409 22.326737),九龙城区
124838,包点先生,黃大仙彩虹道121号啓德花园地下18号舖,$50以下,港式,114.199499,22.334941,POINT (114.199499 22.334941),黄大仙区
124908,添好运点心专门店,大角咀海庭道18号奥海城二期G楼72号舖,$51-100,港式,114.167259,22.314877,POINT (114.167259 22.314877),油尖旺区
125006,云峰茶餐厅,土瓜灣炮仗街146号金成大厦地下3号舖,$50以下,港式,114.194759,22.31844,POINT (114.194759 22.31844),九龙城区
125055,一风堂 (德福广场),九龍灣伟业街33号德福广场一期G54A1号舖,$101-200,日本菜,114.21838799999999,22.318039000000002,POINT (114.218388 22.318039),观塘区
125083,丼丼屋 (德福广场),九龍灣伟业街33号德福广场一期G54A2号舖,$51-100,日本菜,114.21838799999999,22.318039000000002,POINT (114.218388 22.318039),观塘区
125202,小曼谷海鲜烧烤屋,九龍城太子道西398号御太子地下1-3号舖,$101-200,泰国菜,114.19403700000001,22.325128,POINT (114.194037 22.325128),九龙城区
125209,金满庭京川沪菜馆 (德福广场),九龍灣伟业街33号德福广场二期6楼603号舖,$101-200,京川沪,114.21838799999999,22.318039000000002,POINT (114.218388 22.318039),观塘区
125258,八方云集锅贴水饺专门店,長沙灣元州街303号元州邨元州商场地下6号舖,$50以下,台湾菜,114.160529,22.335020999999998,POINT (114.160529 22.335021),深水埗区
